//ID	Name	ICON	Model 1	Model 2	Model 3	Model 4	Model 5	Ship Symbol	ship siz number	Type	obtain prefix rate	set ID	Forging Level	Stable value	only ID	Trade	picked	Discard	Confirm to delete	stackable	is it instantiation	Price	Size	Character Level	Class	Character Nick	Character Reputation	item can equip location	item switch location	item obtain into location determine	Str modulus bonus	Agi modulus bonus	Dex modulus bonus	Con modulus bonus	Spr modulus bonus	Luk modulus bonus	Hit rate modulus bonus  	№Ґ»чѕаАлПµКэјУіЙ	Min attack modulus bonus 	Max Attack modulus bonus 	Defense modulus bonus       	Max HP modulus bonus	Mxsp modulus bonus	flee modulus bonus	Hit modulus bonus	crt modulus bonus	mf modulus bonus	hrec modulus bonus	srec modulus bonus	mspd modulus bonus	col modulus bonus	Strconstant bonus	Agiconstant bonus	Dexconstant bonus	Conconstant bonus	Staconstant bonus	Lukconstant bonus	№Ґ»чЖµВКіЈКэјУіЙ	Attack range constant bonus     	Min Attack constant bonus   	Max Attack constant bonus	·АУщіЈКэјУіЙ	Max HP constant bonus	Mxspconstant bonus	fleeconstant bonus	hitconstant bonus	crtconstant bonus	mfconstant bonus	hrecconstant bonus	srecconstant bonus	mspdconstant bonus	colconstant bonus	Physical Resist	item left hand exert identifier	Item Energy	Durability	Max instantiation hole value	Ship durability recovered	can contain cannon quantity	ship member count	member label	Cargo Capacity	Fuel consumption	Cannonball Path of Flight speed	ship movement speed	usage effect	display effect	item bind effect	item bind effect dummy	Display item effect (item put at object slot 1 to show effect)	item drop model effect	item usage effect	Description (Item level)	Remark
1134	Сундук Хаоса	n0320	10130023	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	180	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_FightingBox	0	0	0	0	0	0	Можно получить в бою в Хаосе. Получить случайный предмет снаряжения Хаоса	
1135	Граната 1 ур.	n1694	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0329	0	0	0	0	0	0	Новое оружие для использования на суше. Наносит урон одной цели. Необходим навык производства.	
1136	Световая бомба 1 ур.	n1695	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0330	0	0	0	0	0	0	Новое оружие для боя на суше. Парализует врагов в пределах радиуса действия. Изготавливается с помощью навыка \"Про	
1137	Излучатель 1 ур.	n1696	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0331	0	0	0	0	0	0	Новое оружие для применения на суше. Поражает группы целей. Можно получить путем производства.	
1138	Детектор души 1 ур.	n1699	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0332	0	0	0	0	0	0	Новое оружие для боя на суше. Показывает скрытые цели в пределах радиуса действия. Изготавливается с помощью навыка \"Прои	
1139	Корабельный ускоритель, 1 ур.	n1706	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0333	0	0	0	0	0	0	Новое оружие для применения в море. На краткое время увеличивает скорость движения корабля. Можно получить путем производства.	
1140	Распылитель кораблей 1 ур.	n1707	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0334	0	0	0	0	0	0	Новое оружие для морского боя. На короткое время увеличивает скорость кораблей. Изготавливается с помощью навыка \"Производств	
1141	Корабельный пробойник 1 ур.	n1708	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0335	0	0	0	0	0	0	Новое оружие для использования на море. Снижает защиту вражеских кораблей. Необходим навык производства.	
1142	Таран 1 ур.	n1709	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0336	0	0	0	0	0	0	Новое оружие для морского боя. Уменьшает урон, наносимый целью. Изготавливается с помощью навыка \"Производство\".	
1143	Корабельный огнемет 1 ур.	n1710	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0337	0	0	0	0	0	0	Новое оружие для использования на море. Повреждает вражеские корабли. Необходим навык производства.	
1144	Генератор зла 1 ур.	n1697	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_FaSheng1	0	0	0	0	0	0	Используется для призвания боссов и элитных чудовищ. Необходим навык производства.	
1145	Мешок с песком 1 ур.	n1698	10130005	0	0	0	0	0	00	31	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	ItemUse_ShaBao1	0	0	0	0	0	0	Используется для призвания чудовищ с большим количеством ЖЗ. Необходим навык производства.	
1146	Трупное ядро 1 ур.	n1700	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0379	0	0	0	0	0	0	Новое оружие для использование в бою на суше. Снижает оборону и физическое сопротивление цели. Изготавливается с помощью навык	
1147	Источник шума 1 ур.	n1701	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0380	0	0	0	0	0	0	Новое оружие наземного применения. Издает леденящий душу звук, снижает боевой дух цели. Добывается путем изготовления.	
1148	Генератор землетрясений 1 ур.	n1702	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0381	0	0	0	0	0	0	Новое оружие для боя на суше. Замедляет врагов в пределах радиуса действия, вызывая землетрясение. Изготавливается с помощью н	
1149	Бомба с часовым механизмом ур. 1	n1703	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Новое оружие для использования на суше. Наносит урон одной цели. Необходим навык производства.	
1150	Ремонт корпуса 1 ур.	n1704	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0386	0	0	0	0	0	0	Новый инструмент для использование на море. Ремонтирует поврежденные корабли. Необходим навык производства.	
1151	Создание еды 1 ур.	n1705	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0387	0	0	0	0	0	0	Новый инструмент для использования на море. Пополняет запас топлива на корабле. Изготавливается с помощью навыка \	
1152	Трупная пуля 1 ур.	n1711	10130005	0	0	0	0	0	00	71	0	0	0	0	0	1	1	1	1	99	0	99	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0388	0	0	0	0	0	0	Новое оружие для морского боя. Непрерывно уменьшает запас топлива на вражеском корабле. Изготавливается с помощью навыка \"Про	
1153	Движитель демона 01	0	2000000004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1154	Серебряный движитель 01	0	2000010004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1155	Серебряный движитель 02	0	2000010005	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1156	Серебряный движитель 03	0	2000010006	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1157	Серебряный движитель 04	0	2000010007	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1158	Движитель белой акулы 01	0	2000020004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1159	Движитель белой акулы 02	0	2000020005	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1160	Реактивный движитель 01	0	2001000004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1161	Реактивный движитель 02	0	2001000005	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1162	Реактивный движитель 03	0	2001000006	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1163	Движитель богини 01	0	2001010004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1164	Движитель богини 02	0	2001010005	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1165	Движитель богини 03	0	2001010006	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1166	Движитель богини 04	0	2001010007	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1167	Движитель рыбы-меч 01	0	2002000004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1168	Движитель рыбы-меч 02	0	2002000005	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1169	Движитель рыбы-меч 03	0	2002000006	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1170	Движитель рыбы-меч 04	0	2002000007	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1171	Движитель ковчега 01	0	2003000004	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1172	Движитель ковчега 02	0	2003000005	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1173	Движитель ковчега 03	0	2003000006	0	0	0	0	0	00	55	0	0	0	0	1	1	1	1	1	1	1	0	-1	0	-1	0	0	13	-1	1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1174	Ожерелье древних русалок	n0936	10130005	0	0	0	0	0	00	41	0	0	0	0	0	1	1	1	1	99	0	127	-1	0	-1	0	0	-1	-1	0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0	0,0	0,0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
